id,title,dealer,refrence_id,carlength,carwidth,carheight,m3,serial_code,manufacturer_month,registration_year,Interior_color,exterior_color,mileage,engine_no,engine_size,fuel_type,chassis_no,transmission,drive,regular_price,price_yen,sale_price,steering,air_bags,dual_air_bags,air_conditioning,dual_air_conditioning,sun_roof,power_steering,power_window,power_mirror,central_locking,key_less_entry,leather_seats,gps,player,seats,doors,push_start,tv_navi,alloy_wheels,cruise_control,grill_guard,fog_lamps,hid,parking_sensor,rear_parking_camera,pas,power_slide_doors,full_aero_kits,wooden_steering,roof_rails,rear_spoiler,weight,ss,pc,carig_one,carig_two,created_at,updated_at
3074,2014 MITSUBISHI EK CUSTOM,Agasta K.K,00014000230000028793,339,147,162,8.07,OTOZ-3074,1,\N,Black,Purple,49000,\N,660,Petrol,B11W-0046000,AT,2WD,4017,3647,4017,Left,0,\N,1,\N,0,1,1,0,0,1,0,\N,0,4,5,\N,1,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3075,2022 MAZDA ROADSTER,Agasta K.K,00014000230000028811,391,173,124,8.39,OTOZ-3075,1,\N,Black,\N,8000,\N,2000,Petrol,NDERC-650088,MT,2WD,19683,19313,19683,Left,0,\N,1,\N,0,1,1,0,0,0,1,\N,0,2,2,\N,0,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3077,2009 MITSUBISHI EK WAGON,Agasta K.K,00022000050042405010,339,147,155,7.72,OTOZ-3077,9,\N,Black,Black,44000,\N,660,Petrol,H82W-1103713,AT,2WD,1918,1548,1918,Right,0,\N,1,\N,0,1,1,0,0,1,0,\N,0,4,5,\N,1,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3078,2024 MAZDA ROADSTER,Agasta K.K,00032000214000002128,391,173,123,8.32,OTOZ-3078,2,\N,Black,\N,1000,\N,1500,Petrol,ND5RC-100015,MT,2WD,19255,18885,19255,Left,0,\N,1,\N,0,1,1,0,0,1,0,\N,0,2,2,\N,0,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3079,2024 MAZDA CX-3,Agasta K.K,00032000214000002190,427,178,155,11.78,OTOZ-3079,2,\N,Black,\N,1000,\N,1500,Petrol,DKLFY-840580,MT,2WD,15540,15170,15540,Left,0,\N,1,\N,0,1,1,0,0,1,0,\N,0,5,5,\N,0,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3080,2011 TOYOTA WISH,Agasta K.K,00038000010000006574,459,172,160,12.63,OTOZ-3080,2,\N,Black,Black,92000,\N,1800,Petrol,ZGE20-0093414,AT,2WD,4704,4334,4704,Left,0,\N,1,\N,0,0,0,0,0,0,0,\N,0,7,5,\N,0,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3081,2007 TOYOTA ESTIMA (PREVIA),Agasta K.K,40000010000001500,480,180,176,15.21,OTOZ-3081,4,\N,Black,Pearl,105000,\N,2400,Hybrid,AHR20-7013496,AT,4WD,2277,1907,2277,Left,0,\N,1,\N,0,1,1,0,0,0,0,\N,0,4,4,\N,0,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3082,2024 SUZUKI JIMNY,Agasta K.K,00040000010000001505,339,147,172,8.57,OTOZ-3082,5,\N,Black,Gray,1000,\N,658,Petrol,JB64W-341312,AT,4WD,14023,13653,14023,Left,0,\N,1,\N,0,1,1,0,0,0,0,\N,0,4,5,\N,0,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3083,2007 LEXUS IS,Agasta K.K,00054000010000000387,463.5,179.5,141.5,11.77,OTOZ-3083,12,\N,Black,Red,75000,\N,2500,Petrol,GSE20-2067159,AT,2WD,3020,2650,3020,Left,0,\N,1,\N,1,1,1,0,0,0,1,\N,0,5,4,\N,1,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3084,2021 TOYOTA AQUA,Agasta K.K,00014000030000028794,405,169,145,9.92,OTOZ-3084,2,\N,Black,Silver,46000,\N,1500,Hybrid,NHP10-2707796,AT,2WD,8599,8229,8599,Left,0,\N,1,\N,0,1,1,0,0,1,0,\N,0,4,5,\N,0,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3085,2014 DAIHATSU MIRA COCOA,Agasta K.K,00014000230000028787,339,147,153,7.62,OTOZ-3085,11,\N,Black,Red,41000,\N,660,Petrol,L675S-0183148,AT,2WD,4017,3647,4017,Left,0,\N,1,\N,0,1,1,0,0,1,0,\N,0,5,5,\N,0,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3086,2014 MITSUBISHI EK SPACE,Agasta K.K,00028000070000067154,339,147,177,8.82,OTOZ-3086,4,\N,Black,\N,125000,\N,659,Petrol,B11A-0006358,AT,2WD,2104,1734,2104,Left,0,\N,1,\N,0,0,0,0,0,0,0,\N,0,4,5,\N,0,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3087,2015 SUBARU STELLA,Agasta K.K,00028000070000067155,339,147,163,8.12,OTOZ-3087,4,\N,Black,Blue,94000,\N,658,Petrol,LA150F-0005417,AT,2WD,3156,2786,3156,Left,1,\N,1,\N,0,1,1,0,0,0,0,\N,0,5,5,\N,0,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3088,2021 LEXUS NX,Agasta K.K,00034000010000643208,466,186,166,14.39,OTOZ-3088,12,\N,Black,Black,22000,\N,2500,Hybrid,AAZH20-1001585,AT,2WD,35355,34985,35355,Left,0,\N,1,\N,1,1,1,0,0,0,1,\N,0,5,5,\N,1,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3089,2019 HONDA N-BOX,Agasta K.K,00034000010000643223,339,147,179,8.92,OTOZ-3089,8,\N,Black,Pearl,19000,\N,660,Petrol,JF3-1300946,AT,2WD,10711,10341,10711,Left,0,\N,1,\N,0,1,1,0,0,1,0,\N,0,5,5,\N,1,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3090,2019 TOYOTA HIACE VAN,Agasta K.K,00041000010000004717,484,188,210,19.11,OTOZ-3090,10,\N,Black,Pearl,79000,\N,2700,Petrol,TRH211-8009245,AT,2WD,17807,17437,17807,Left,0,\N,1,\N,0,0,0,0,0,1,0,\N,0,11,4,\N,0,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3091,2020 TOYOTA HIACE VAN,Agasta K.K,00041000010000004719,469,169,198,15.69,OTOZ-3091,5,\N,Black,Pearl,47000,\N,2800,Diesel,GDH201-1043876,AT,2WD,23522,23152,23522,Left,0,\N,1,\N,0,0,0,0,0,1,0,\N,0,11,4,\N,0,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3092,2022 TOYOTA HIACE VAN,Agasta K.K,00041000010000004722,469,169,198,15.69,OTOZ-3092,7,\N,Black,Pearl,23000,\N,2800,Diesel,GDH201-1078447,AT,2WD,23738,23368,23738,Left,0,\N,1,\N,0,0,0,0,0,1,0,\N,0,11,4,\N,0,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3093,2012 TOYOTA HIACE VAN,Agasta K.K,00041000010000004731,469,169,198,15.69,OTOZ-3093,11,\N,Black,\N,34000,\N,2000,Petrol,TRH200-0171187,AT,2WD,13113,12743,13113,Left,0,\N,1,\N,0,0,0,0,0,1,0,\N,0,11,4,\N,0,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3094,2015 TOYOTA REGIUS ACE VAN,Agasta K.K,00041000010000004736,489,188,205,18.85,OTOZ-3094,7,\N,Black,Pearl,58000,\N,3000,Diesel,KDH211-8006315,AT,2WD,19194,18824,19194,Left,0,\N,1,\N,0,0,0,0,0,1,0,\N,0,6,5,\N,0,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3095,2018 TOYOTA HIACE VAN,Agasta K.K,00041000010000004765,484,188,210,19.11,OTOZ-3095,7,\N,Black,Pearl,39000,\N,2693,Petrol,TRH211-8008282,AT,2WD,20451,20081,20451,Left,0,\N,1,\N,0,0,0,0,0,1,0,\N,0,11,4,\N,1,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3097,2017 TOYOTA AQUA,Agasta K.K,00014000030000028773,399,169,145,9.78,OTOZ-3097,3,\N,Black,Silver,35000,\N,1500,Hybrid,NHP10-6575598,AT,2WD,4512,4142,4512,Left,0,\N,1,\N,0,1,1,0,0,1,0,\N,0,4,5,\N,0,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3098,2017 SUZUKI SWIFT (IGNIS),Agasta K.K,00014000030000028795,385,169,152,9.89,OTOZ-3098,1,\N,Black,Pearl,29000,\N,1200,Petrol,ZD83S-100302,AT,4WD,5998,5628,5998,Left,0,\N,1,\N,0,1,1,0,0,1,0,\N,0,5,5,\N,0,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3100,2016 SUZUKI EVERY VAN,Agasta K.K,00014000180000028739,339,147,189,9.42,OTOZ-3100,11,\N,Black,White,36000,\N,660,Petrol,DA17V-213770,MT,2WD,4141,3771,4141,Left,0,\N,1,\N,0,1,0,0,0,0,0,\N,0,4,5,\N,0,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3102,2014 NISSAN MOCO,Agasta K.K,00014000210000028797,339,147,162,8.07,OTOZ-3102,2,\N,Black,Black,71000,\N,660,Petrol,MG33S-658601,AT,2WD,2531,2161,2531,Left,0,\N,1,\N,0,1,1,0,0,0,0,\N,0,4,5,\N,0,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3104,2017 NISSAN DAYZ,Agasta K.K,00014000220000028617,339,147,162,8.07,OTOZ-3104,7,\N,Black,Pink,44000,\N,660,Petrol,B21W-0435210,AT,2WD,3646,3276,3646,Left,0,\N,1,\N,0,1,1,0,0,1,0,\N,1,4,5,\N,0,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3105,2015 HONDA N-WGN,Agasta K.K,00014000220000028672,339.5,147.5,165.5,8.29,OTOZ-3105,7,\N,Black,Silver,115000,\N,660,Petrol,JH1-2103868,AT,2WD,2531,2161,2531,Left,0,\N,1,\N,0,1,1,0,0,1,0,\N,0,4,5,\N,1,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3106,2019 MITSUBISHI EK CUSTOM,Agasta K.K,00014000220000028736,339.5,147.5,162,8.11,OTOZ-3106,1,\N,Black,Pearl,26000,\N,660,Petrol,B11W-0514633,AT,2WD,5008,4638,5008,Left,0,\N,1,\N,0,1,1,0,0,1,0,\N,0,4,5,\N,0,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3107,2019 TOYOTA SUCCEED VAN,Agasta K.K,00014000220000028788,424,169,152,10.89,OTOZ-3107,1,\N,Black,White,48000,\N,1500,Petrol,NCP160V-0119005,AT,2WD,6432,6062,6432,Left,0,\N,1,\N,0,1,1,0,0,1,0,\N,0,5,5,\N,0,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3108,2016 TOYOTA PRIUS,Agasta K.K,00014000220000028880,454,176,147,11.75,OTOZ-3108,7,\N,Black,Red,22000,\N,1800,Hybrid,ZVW51-8022219,AT,2WD,9342,8972,9342,Left,0,\N,1,\N,0,1,1,0,0,1,0,\N,0,5,5,\N,1,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3109,2019 TOYOTA RAV4,Agasta K.K,00014000230000028882,460,185,168,14.3,OTOZ-3109,6,\N,Black,Pearl,50000,\N,2500,Hybrid,AXAH54-4004083,MT,4WD,18568,18198,18568,Left,0,\N,1,\N,0,1,1,0,0,0,0,\N,0,5,5,\N,0,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3111,2014 DAIHATSU TANTO,Agasta K.K,00054000010000000396,339.5,147.5,175,8.76,OTOZ-3111,1,\N,Black,Black,71000,\N,660,Petrol,LA600S-0057324,AT,2WD,4698,4328,4698,Left,0,\N,1,\N,0,1,1,0,0,1,0,\N,0,4,5,\N,1,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3112,2019 TOYOTA NOAH,Agasta K.K,00014000170000028514,469,169,182,14.43,OTOZ-3112,2,\N,Black,Silver,35000,\N,2000,Petrol,ZRR80-0485293,AT,2WD,10581,10211,10581,Left,0,\N,1,\N,0,1,1,0,0,1,0,\N,0,7,5,\N,0,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3113,2016 MITSUBISHI EK WAGON,Agasta K.K,00014000180000028577,339,147,162,8.07,OTOZ-3113,11,\N,Black,Red,46000,\N,660,Petrol,B11W-0225478,AT,2WD,3274,2904,3274,Left,0,\N,1,\N,0,1,1,0,0,1,0,\N,0,4,5,\N,1,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3114,2017 NISSAN DAYZ,Agasta K.K,00014000180000028578,339,147,162,8.07,OTOZ-3114,9,\N,Black,Pink,48000,\N,660,Petrol,B21W-0449616,AT,2WD,3769,3399,3769,Left,0,\N,1,\N,0,1,1,0,0,1,0,\N,0,4,5,\N,1,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3115,2016 TOYOTA AQUA,Agasta K.K,00014000180000028879,399,169,145,9.78,OTOZ-3115,5,\N,Black,Black,71000,\N,1500,Hybrid,NHP10-2541204,AT,2WD,5627,5257,5627,Left,0,\N,1,\N,0,1,1,0,0,1,0,\N,0,4,5,\N,1,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3116,2018 SUZUKI EVERY VAN,Agasta K.K,00014000210000028612,339,147,189,9.42,OTOZ-3116,4,\N,Black,\N,44000,\N,660,Petrol,DA17V-309420,AT,2WD,4512,4142,4512,Left,1,\N,1,\N,0,1,1,0,0,0,0,\N,0,4,5,\N,0,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3117,2014 TOYOTA PRIUS,Agasta K.K,00014000210000028782,448,174,149,11.61,OTOZ-3117,8,\N,Black,White,36000,\N,1800,Hybrid,ZVW30-1853216,AT,2WD,5317,4947,5317,Left,0,\N,1,\N,0,1,1,0,0,1,0,\N,0,5,5,\N,1,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3119,2022 TOYOTA ALPHARD,Agasta K.K,00014000210000028809,495,185,193,17.67,OTOZ-3119,5,\N,Black,Black,43000,\N,2500,Petrol,AGH30-0424272,AT,2WD,29156,28786,29156,Left,1,\N,1,\N,1,1,1,0,0,0,0,\N,0,7,5,\N,1,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3120,2007 MAZDA DEMIO (MAZDA2),Agasta K.K,00014000210000028924,389,169,147,9.66,OTOZ-3120,8,\N,Black,Pearl,105000,\N,1500,Petrol,DE5FS-102613,AT,2WD,1664,1294,1664,Left,0,\N,1,\N,0,1,1,0,0,1,0,\N,0,5,5,\N,0,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3121,2017 NISSAN DAYZ,Agasta K.K,00014000210000028926,339,147,162,8.07,OTOZ-3121,7,\N,Black,Black,41000,\N,660,Petrol,B21W-0429952,AT,2WD,3707,3337,3707,Left,0,\N,1,\N,0,1,1,0,0,1,0,\N,0,4,5,\N,0,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3122,2014 NISSAN DAYZ ROOX,Agasta K.K,00014000220000028625,339,147,177,8.82,OTOZ-3122,4,\N,Black,Pink,48000,\N,660,Petrol,B21A-0024759,AT,2WD,4079,3709,4079,Left,0,\N,1,\N,0,1,1,0,0,0,0,\N,0,4,5,\N,0,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3123,2019 MITSUBISHI DELICA D2,Agasta K.K,00014000220000028679,371,162.5,174.5,10.52,OTOZ-3123,7,\N,Black,Silver,34000,\N,1200,Hybrid,MB46S-250184,AT,2WD,7485,7115,7485,Left,0,\N,1,\N,0,1,1,0,0,1,0,\N,0,5,5,\N,0,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3125,2016 MITSUBISHI DELICA D2,Agasta K.K,00014000220000028857,371,162,174,10.46,OTOZ-3125,2,\N,Black,Silver,50000,\N,1200,Hybrid,MB36S-102083,AT,2WD,6060,5690,6060,Left,0,\N,1,\N,0,1,1,0,0,1,0,\N,0,5,5,\N,0,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3126,2018 SUZUKI ALTO,Agasta K.K,00014000220000028858,339,147,147,7.33,OTOZ-3126,8,\N,Black,White,43000,\N,660,Petrol,HA36V-135762,AT,2WD,2593,2223,2593,Left,0,\N,1,\N,0,1,1,0,0,1,0,\N,0,4,5,\N,0,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3128,2023 TOYOTA HILUX,Agasta K.K,00014000220000028883,532,190,184,18.6,OTOZ-3128,5,\N,Black,Black,8000,\N,2400,Diesel,GUN125-3946122,MT,4WD,25813,25443,25813,Left,0,\N,1,\N,0,1,1,0,0,1,0,\N,0,5,4,\N,0,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3129,2017 TOYOTA SIENTA,Agasta K.K,00014000230000028834,423.5,169.5,167.5,12.02,OTOZ-3129,3,\N,Black,Black,39000,\N,1500,Petrol,NSP170-7104129,AT,2WD,7237,6867,7237,Left,0,\N,1,\N,0,1,1,0,0,1,0,\N,0,7,5,\N,0,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3130,2015 MAZDA CX-3,Agasta K.K,00014000230000028903,427,176,155,11.65,OTOZ-3130,7,\N,Black,Silver,68000,\N,1500,Diesel,DK5FW-112665,MT,2WD,7794,7424,7794,Left,0,\N,1,\N,0,1,1,0,0,0,0,\N,0,5,5,\N,1,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3131,2022 NISSAN SERENA,Agasta K.K,00031000010000049579,477,174,186,15.44,OTOZ-3131,3,\N,Black,Pearl,41000,\N,2000,Hybrid,GFC27-239768,AT,2WD,14302,13932,14302,Left,1,\N,1,\N,0,1,1,0,0,1,0,\N,0,8,4,\N,1,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3132,2020 TOYOTA VOXY,Agasta K.K,00034000010000643193,471,173,182,14.83,OTOZ-3132,8,\N,Black,Pearl,35000,\N,1800,Hybrid,ZWR80-0464438,AT,2WD,21732,21362,21732,Left,0,\N,1,\N,0,1,1,0,0,0,0,\N,0,7,5,\N,1,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3133,2018 DAIHATSU COPEN,Agasta K.K,00034000010000643241,339.5,147.5,128,6.41,OTOZ-3133,8,\N,Black,\N,21000,\N,660,Petrol,LA400K-0024195,MT,2WD,10896,10526,10896,Left,0,\N,1,\N,0,1,1,0,0,1,0,\N,0,2,2,\N,1,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3134,2020 HONDA N-BOX,Agasta K.K,00034000010000643255,339,147,179,8.92,OTOZ-3134,1,\N,Black,Black,26000,\N,660,Petrol,JF3-1440594,AT,2WD,10277,9907,10277,Left,0,\N,1,\N,0,1,1,0,0,1,0,\N,0,5,5,\N,1,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3135,2019 SUBARU LEVORG,Agasta K.K,00034000010000643258,469,178,149,12.44,OTOZ-3135,3,\N,Black,Blue,52000,\N,2000,Petrol,VMG-033395,MT,4WD,14921,14551,14921,Left,0,\N,1,\N,0,1,1,0,0,1,1,\N,0,5,5,\N,1,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3136,2018 TOYOTA CROWN,Agasta K.K,00034000010000643261,491,180,145,12.82,OTOZ-3136,11,\N,Black,Black,17000,\N,2500,Hybrid,AZSH20-1022894,MT,2WD,23899,23529,23899,Left,0,\N,1,\N,1,1,1,0,0,0,0,\N,0,5,4,\N,1,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3137,2019 LEXUS ES,Agasta K.K,00034000010000643262,497,186,144,13.31,OTOZ-3137,4,\N,Black,Pearl,19000,\N,2500,Hybrid,AXZH10-1005368,MT,2WD,29163,28793,29163,Left,0,\N,1,\N,1,1,1,0,0,0,1,\N,0,5,4,\N,1,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3138,2017 TOYOTA CROWN,Agasta K.K,00034000010000643264,489.5,180,145,12.78,OTOZ-3138,6,\N,Black,Pearl,26000,\N,2500,Hybrid,AWS210-6127888,MT,2WD,14921,14551,14921,Left,0,\N,1,\N,0,1,1,0,0,1,0,\N,0,5,4,\N,1,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3139,2019 SUZUKI SPACIA,Agasta K.K,00034000010000643265,339,147,178,8.87,OTOZ-3139,11,\N,Black,Pearl,15000,\N,660,Petrol,MK53S-885119,AT,2WD,10896,10526,10896,Left,0,\N,1,\N,0,1,1,0,0,1,0,\N,0,5,5,\N,1,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3140,2020 TOYOTA VOXY,Agasta K.K,00034000010000643266,471,173,182,14.83,OTOZ-3140,9,\N,Black,Pearl,28000,\N,1800,Hybrid,ZWR80-0465709,AT,2WD,19875,19505,19875,Left,0,\N,1,\N,0,1,1,0,0,1,0,\N,0,7,5,\N,1,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3141,2020 LEXUS RX,Agasta K.K,00034000010000643267,489,189,171,15.8,OTOZ-3141,1,\N,Black,Black,21000,\N,3500,Hybrid,GYL20-0010781,AT,2WD,33497,33127,33497,Left,0,\N,1,\N,0,1,1,0,0,1,1,\N,0,5,5,\N,1,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3142,2014 TOYOTA SAI,Agasta K.K,00034000010000643268,469,177,148,12.29,OTOZ-3142,8,\N,Black,Pearl,137000,\N,2400,Hybrid,AZK10-2084428,AT,2WD,5633,5263,5633,Left,0,\N,1,\N,0,1,1,0,0,1,0,\N,0,5,4,\N,1,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3143,2016 TOYOTA VELLFIRE,Agasta K.K,00034000010000643270,493,185,188,17.15,OTOZ-3143,11,\N,Black,Pearl,62000,\N,2500,Petrol,AGH30-0101838,AT,2WD,18636,18266,18636,Left,0,\N,1,\N,0,1,1,0,0,0,0,\N,0,7,5,\N,1,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3144,2005 NISSAN FUGA,Agasta K.K,00038000010000006573,484,179,151,13.08,OTOZ-3144,5,\N,Black,Black,52000,\N,2500,Petrol,Y50-110075,MT,2WD,3466,3096,3466,Left,0,\N,1,\N,1,0,0,0,0,0,1,\N,0,5,4,\N,1,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3145,2013 MAZDA ATENZA WAGON,Agasta K.K,00003000010000004987,480,184,148,13.07,OTOZ-3145,7,\N,Black,\N,62000,\N,2180,Diesel,GJ2FW-106374,MT,2WD,6989,6619,6989,Left,0,\N,1,\N,0,0,0,0,0,1,1,\N,1,5,5,\N,1,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3146,2015 MAZDA CX-3,Agasta K.K,00014000170000028902,427,176,155,11.65,OTOZ-3146,6,\N,Black,Red,30000,\N,1500,Diesel,DK5FW-111918,MT,2WD,7237,6867,7237,Left,0,\N,1,\N,0,0,0,0,0,1,0,\N,0,5,5,\N,1,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3147,2018 NISSAN LEAF,Agasta K.K,00014000170000028916,448,179,156,12.51,OTOZ-3147,1,\N,Black,Pearl,101000,\N,1,Electric,ZE1-013186,MT,2WD,5813,5443,5813,Left,0,\N,1,\N,0,1,1,0,0,1,0,\N,0,5,5,\N,1,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3148,2019 TOYOTA REGIUS ACE VAN,Agasta K.K,00041000010000004732,469,169,198,15.69,OTOZ-3148,11,\N,Black,Black,63000,\N,2800,Diesel,GDH201-1035575,AT,2WD,19268,18898,19268,Left,0,\N,1,\N,0,0,0,0,0,1,0,\N,0,6,5,\N,0,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3149,2019 TOYOTA HIACE VAN,Agasta K.K,00041000010000004735,469,169,198,15.69,OTOZ-3149,3,\N,Black,Pearl,129000,\N,2800,Diesel,GDH206-1020096,AT,4WD,19819,19449,19819,Left,0,\N,1,\N,0,1,1,0,0,0,0,\N,0,11,4,\N,1,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3150,2019 TOYOTA HIACE VAN,Agasta K.K,00041000010000004762,469,169,192,15.22,OTOZ-3150,6,\N,Black,\N,123000,\N,2754,Diesel,GDH201-1028837,AT,2WD,19751,19381,19751,Left,0,\N,1,\N,0,1,1,0,0,0,0,\N,0,11,4,\N,1,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3153,2019 SUBARU LEGACY OUTBACK,Agasta K.K,03939000142404000940,482,184,166,14.72,OTOZ-3153,3,\N,Black,White,49000,\N,2500,Petrol,BS9-054603,MT,4WD,16717,16347,16717,Right,0,\N,1,\N,0,1,1,0,0,0,0,\N,0,5,5,\N,1,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
3154,2018 LEXUS NX,Agasta K.K,03939000142404001862,464,184,164,14,OTOZ-3154,4,\N,Black,Gray,68000,\N,2500,Hybrid,AYZ10-1019810,AT,2WD,23590,23220,23590,Left,0,\N,1,\N,0,0,0,0,0,0,0,\N,0,5,5,\N,0,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,0,\N,\N,\N,\N,\N,\N
