id,title,dealer,refrence_id,carlength,carwidth,carheight,m3,serial_code,manufacturer_month,registration_year,Interior_color,exterior_color,mileage,engine_no,engine_size,fuel_type,chassis_no,transmission,drive,regular_price,price_yen,sale_price,steering,air_bags,dual_air_bags,air_conditioning,dual_air_conditioning,sun_roof,power_steering,power_window,power_mirror,central_locking,key_less_entry,leather_seats,gps,player,seats,doors,push_start,tv_navi,alloy_wheels,cruise_control,grill_guard,fog_lamps,hid,parking_sensor,rear_parking_camera,pas,power_slide_doors,full_aero_kits,wooden_steering,roof_rails,rear_spoiler,weight,ss,pc,carig_one,carig_two,created_at,updated_at
26,2013 TOYOTA AQUA,Agasta K.K,25200151,399,169,144,9.71,OTOZ-26,5,\N,Black,Black,140826,\N,1500,Petrol,NHP102200160,AT,2WD,2104,1734,2104,Right,1,\N,1,\N,0,1,1,0,0,0,0,\N,1,5,5,\N,1,0,0,0,1,\N,\N,0,\N,0,0,\N,0,1,1355,\N,\N,\N,\N,\N,\N
27,2013 TOYOTA AQUA,Agasta K.K,34400326,399,169,144,9.71,OTOZ-27,7,\N,Black,Gray,124126,\N,1500,Petrol,NHP102231138,AT,2WD,2599,2229,2599,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,5,5,\N,1,0,0,0,0,\N,\N,0,\N,0,0,\N,0,1,1375,\N,\N,\N,\N,\N,\N
28,2019 SUZUKI SWIFT (IGNIS),Agasta K.K,34800094,384,169,150,9.73,OTOZ-28,1,\N,Black,\N,23608,\N,1200,Petrol,ZC83S129509,AT,2WD,6686,6316,6686,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,5,5,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,1,1175,\N,\N,\N,\N,\N,\N
29,2016 HONDA FREED,Agasta K.K,34800671,426,169,171,12.31,OTOZ-29,12,\N,Black,Pearl,60927,\N,1500,Petrol,GB51012391,AT,2WD,8481,8111,8481,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,7,5,\N,1,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,1745,\N,\N,\N,\N,\N,\N
32,1988 HONDA INTEGRA,Agasta K.K,34900283,435,166,134,9.68,OTOZ-32,11,\N,Black,Gray,94032,\N,1600,Petrol,DA11207384,MT,2WD,8543,8173,8543,Right,0,\N,1,\N,0,1,1,0,0,0,0,\N,1,5,5,\N,0,0,0,0,1,\N,\N,0,\N,0,0,\N,0,1,1245,\N,\N,\N,\N,\N,\N
33,2019 NISSAN SERENA,Agasta K.K,34900525,477,174,186,15.44,OTOZ-33,3,\N,Black,Pearl,57321,\N,2000,Petrol,GFC27160135,AT,2WD,11020,10650,11020,Right,1,\N,1,\N,0,1,1,0,0,0,0,\N,1,8,5,\N,1,1,0,0,1,\N,\N,0,\N,0,1,\N,0,1,2140,\N,\N,\N,\N,\N,\N
34,2018 MAZDA CX-5,Agasta K.K,34901297,454,184,169,14.12,OTOZ-34,9,\N,Black,Red,41859,\N,2200,Diesel,KF2P214352,AT,4WD,10834,10464,10834,Right,1,\N,1,\N,0,1,1,0,1,0,1,\N,1,5,5,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,0,1945,\N,\N,\N,\N,\N,\N
35,2015 TOYOTA ESQUIRE,Agasta K.K,35000122,469,169,182,14.43,OTOZ-35,9,\N,Black,Black,59649,\N,1800,Petrol,ZWR800145502,AT,2WD,11206,10836,11206,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,7,5,\N,1,0,0,0,1,\N,\N,0,\N,0,0,\N,0,0,2005,\N,\N,\N,\N,\N,\N
36,2017 HONDA FREED HYBRID,Agasta K.K,35000898,426,169,171,12.31,OTOZ-36,8,\N,Black,Pearl,59210,\N,1500,Petrol,GB71017074,AT,2WD,9039,8669,9039,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,7,5,\N,1,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,1815,\N,\N,100,\N,\N,\N
37,2015 MAZDA CX-5,Agasta K.K,35001016,454,184,170,14.2,OTOZ-37,7,\N,Black,Red,66935,\N,2500,Petrol,KE5FW200496,AT,2WD,5943,5573,5943,Right,1,\N,1,\N,0,1,1,0,1,0,1,\N,1,5,5,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,0,1755,\N,\N,\N,\N,\N,\N
38,2016 HONDA STEPWAGON,Agasta K.K,35001044,473,169,185,14.79,OTOZ-38,1,\N,Black,Black,11420,\N,1500,Petrol,RP41005521,AT,4WD,12754,12384,12754,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,7,5,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,1,2155,\N,\N,\N,\N,\N,\N
39,2019 HONDA FREED HYBRID,Agasta K.K,35001053,426,169,171,12.31,OTOZ-39,10,\N,Black,Gray,57685,\N,1500,Petrol,GB71115198,AT,2WD,6995,6625,6995,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,6,5,\N,0,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,1750,\N,\N,\N,\N,\N,\N
40,2016 TOYOTA VELLFIRE,Agasta K.K,35100083,493,185,188,17.15,OTOZ-40,11,\N,Black,Pearl,64811,\N,2500,Petrol,AGH300103799,AT,2WD,14116,13746,14116,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,7,5,\N,1,0,0,0,1,\N,\N,0,\N,0,0,\N,0,1,2365,\N,\N,\N,\N,\N,\N
41,2010 TOYOTA ESTIMA (PREVIA),Agasta K.K,35100350,479,182,173,15.08,OTOZ-41,7,\N,Black,Pearl,70938,\N,2400,Petrol,ACR500120580,AT,2WD,3899,3529,3899,Right,1,\N,1,\N,1,1,1,0,0,0,0,\N,1,7,5,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,1,2165,\N,\N,\N,\N,\N,\N
42,2018 TOYOTA NOAH,Agasta K.K,35100531,471,173,182,14.83,OTOZ-42,3,\N,Black,Black,51805,\N,2000,Petrol,ZRR800386283,AT,2WD,11454,11084,11454,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,7,5,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,1,1985,\N,\N,\N,\N,\N,\N
43,2014 TOYOTA ALPHARD,Agasta K.K,35100535,488,184,190,17.06,OTOZ-43,10,\N,Black,Black,61427,\N,2400,Petrol,ANH208335184,AT,2WD,9472,9102,9472,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,7,5,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,1,2285,\N,\N,\N,\N,\N,\N
44,2015 TOYOTA ESQUIRE,Agasta K.K,35100658,469,169,186,14.74,OTOZ-44,4,\N,Black,Black,67541,\N,2000,Petrol,ZRR850030098,AT,4WD,10587,10217,10587,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,7,5,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,0,2055,\N,\N,\N,\N,\N,\N
45,2013 DAIHATSU TANTO,Agasta K.K,35100671,339,147,175,8.72,OTOZ-45,11,\N,Black,Black,57877,\N,660,Petrol,LA600S0018095,AT,2WD,4828,4458,4828,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,4,5,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,1,1180,\N,\N,\N,\N,\N,\N
46,2015 NISSAN SERENA,Agasta K.K,35100678,477,173,186,15.35,OTOZ-46,9,\N,Black,Pearl,66255,\N,2000,Petrol,HFC26280301,AT,2WD,6686,6316,6686,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,8,5,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,1,2120,\N,\N,\N,\N,\N,\N
47,2019 NISSAN DAYZ ROOX,Agasta K.K,35100796,339,147,177,8.82,OTOZ-47,1,\N,Black,Pearl,31765,\N,660,Petrol,B21A0555562,AT,2WD,6252,5882,6252,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,4,5,\N,0,1,0,0,1,\N,\N,0,\N,0,0,\N,0,1,1180,\N,\N,\N,\N,\N,\N
48,2014 TOYOTA VOXY,Agasta K.K,35100802,471,173,182,14.83,OTOZ-48,9,\N,Black,Black,29989,\N,2000,Petrol,ZRR800063997,AT,2WD,9782,9412,9782,Right,1,\N,1,\N,0,1,1,0,0,0,0,\N,1,7,5,\N,1,1,0,0,1,\N,\N,0,\N,0,1,\N,0,1,1985,\N,\N,\N,\N,\N,\N
49,2017 HONDA FREED HYBRID,Agasta K.K,35100893,426,169,171,12.31,OTOZ-49,5,\N,Black,Silver,38547,\N,1500,Petrol,GB71034361,AT,2WD,8853,8483,8853,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,6,5,\N,1,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,1760,\N,\N,\N,\N,\N,\N
50,2019 SUZUKI XBEE,Agasta K.K,35101139,376,167,170,10.67,OTOZ-50,6,\N,Black,Black,46004,\N,1000,Petrol,MN71S146092,AT,4WD,8701,8331,8701,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,5,5,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,0,1275,\N,\N,\N,\N,\N,\N
51,2011 LEXUS CT,Agasta K.K,35200087,432,176,146,11.1,OTOZ-51,7,\N,Black,Pearl,46819,\N,1800,Diesel,ZWA102036457,AT,2WD,6376,6006,6376,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,5,5,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,1,1695,\N,\N,\N,\N,\N,\N
52,2016 NISSAN SERENA,Agasta K.K,35200143,477,173,186,15.35,OTOZ-52,5,\N,Black,Pearl,52599,\N,2000,Petrol,HFC26299192,AT,2WD,6995,6625,6995,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,8,5,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,1,2120,\N,\N,\N,\N,\N,\N
54,2019 NISSAN SKYLINE,Agasta K.K,35200404,481,182,144,12.61,OTOZ-54,12,\N,Black,Pearl,53999,\N,3000,Petrol,RV37101580,AT,2WD,20122,19752,20122,Right,1,\N,1,\N,1,1,1,0,1,0,1,\N,1,5,4,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,1,2055,\N,\N,\N,\N,\N,\N
56,2014 TOYOTA ESQUIRE,Agasta K.K,35200797,469,169,182,14.43,OTOZ-56,12,\N,Black,Purple,47889,\N,2000,Petrol,ZRR800087414,AT,2WD,8853,8483,8853,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,7,5,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,0,1955,\N,\N,\N,\N,\N,\N
57,2015 SUBARU LEGACY OUTBACK,Agasta K.K,35200799,481,184,160,14.16,OTOZ-57,5,\N,Black,Gold,57076,\N,2500,Petrol,BS9010755,AT,4WD,6376,6006,6376,Right,1,\N,1,\N,0,1,1,0,1,0,1,\N,1,5,5,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,1,0,1855,\N,\N,\N,\N,\N,\N
58,2015 NISSAN SKYLINE,Agasta K.K,35200835,480,182,145,12.67,OTOZ-58,4,\N,Black,Red,61964,\N,2000,Petrol,ZV37103024,AT,2WD,7305,6935,7305,Right,1,\N,1,\N,0,1,1,0,1,0,1,\N,1,5,4,\N,1,0,0,0,1,\N,\N,0,\N,0,0,\N,0,0,1955,\N,\N,\N,\N,\N,\N
59,2013 TOYOTA CROWN,Agasta K.K,35200913,489,180,145,12.76,OTOZ-59,4,\N,Black,Pearl,79685,\N,2500,Petrol,AWS2106016372,AT,2WD,10091,9721,10091,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,5,4,\N,1,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,1935,\N,\N,0,\N,\N,\N
60,2015 MAZDA ATENZA SEDAN (MAZDA6),Agasta K.K,35200925,486,184,145,12.97,OTOZ-60,1,\N,Black,Blue,60638,\N,2200,Diesel,GJ2FP200824,AT,2WD,5262,4892,5262,Right,1,\N,1,\N,0,1,1,0,1,0,1,\N,1,5,4,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,0,1805,\N,\N,\N,\N,\N,\N
61,2014 HONDA FREED HYBRID,Agasta K.K,35200977,421,169,172,12.24,OTOZ-61,9,\N,Black,Silver,61977,\N,1500,Petrol,GB31614339,AT,2WD,3652,3282,3652,Right,1,\N,1,\N,0,1,1,0,1,1,0,\N,1,5,5,\N,1,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,1595,\N,\N,\N,\N,\N,\N
63,2015 SUBARU LEVORG,Agasta K.K,35201003,469,178,149,12.44,OTOZ-63,10,\N,Black,Black,35372,\N,1600,Petrol,VM4062409,AT,4WD,8543,8173,8543,Right,1,\N,1,\N,0,1,1,0,0,0,0,\N,1,5,5,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,1,1825,\N,\N,\N,\N,\N,\N
64,2017 NISSAN DAYZ ROOX,Agasta K.K,35201030,339,147,177,8.82,OTOZ-64,9,\N,Black,Pearl,38102,\N,660,Petrol,B21A0320631,AT,2WD,5757,5387,5757,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,4,5,\N,1,0,0,0,1,\N,\N,0,\N,0,0,\N,0,1,1170,\N,\N,\N,\N,\N,\N
65,2017 MAZDA ROADSTER RF,Agasta K.K,44100017,391,173,124,8.39,OTOZ-65,6,\N,Black,Gray,33825,\N,2000,Petrol,NDERC103861,AT,2WD,12135,11765,12135,Right,1,\N,1,\N,0,1,1,0,0,0,1,\N,1,2,2,\N,1,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,1240,\N,\N,\N,\N,\N,\N
67,2017 MAZDA DEMIO (MAZDA2),Agasta K.K,44100223,406,169,152,10.43,OTOZ-67,4,\N,Black,Blue,51397,\N,1300,Petrol,DJ3FS315591,MT,2WD,4271,3901,4271,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,0,5,5,\N,1,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,1295,\N,\N,\N,\N,\N,\N
68,2013 NISSAN SYLPHY,Agasta K.K,44100311,461,176,149,12.09,OTOZ-68,3,\N,Black,Pearl,42625,\N,1800,Petrol,TB17006869,AT,2WD,2351,1981,2351,Right,1,\N,1,\N,0,1,1,0,0,0,0,\N,1,5,4,\N,1,0,0,0,1,\N,\N,0,\N,0,0,\N,0,0,1505,\N,\N,\N,\N,\N,\N
69,2020 HONDA INSIGHT,Agasta K.K,44100329,467,182,141,11.98,OTOZ-69,8,\N,Black,Blue,55331,\N,1500,Petrol,ZE41100141,AT,2WD,11639,11269,11639,Right,1,\N,1,\N,0,1,1,0,0,0,0,\N,1,5,4,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,1,1665,\N,\N,\N,\N,\N,\N
70,2018 SUZUKI EVERY WAGON,Agasta K.K,44100330,339,147,191,9.52,OTOZ-70,3,\N,Black,Purple,55022,\N,660,Petrol,DA17W154031,AT,4WD,6686,6316,6686,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,4,5,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,1,1210,\N,\N,\N,\N,\N,\N
71,2014 TOYOTA AQUA,Agasta K.K,44100389,403,169,149,10.15,OTOZ-71,12,\N,Black,Pearl,47795,\N,1500,Petrol,NHP106360936,AT,2WD,5543,5173,5543,Right,1,\N,1,\N,0,1,1,0,0,0,0,\N,1,5,5,\N,1,1,0,0,0,\N,\N,0,\N,0,1,\N,0,1,1375,\N,\N,\N,\N,\N,\N
72,2017 HONDA FREED HYBRID,Agasta K.K,44100472,426,169,171,12.31,OTOZ-72,9,\N,Black,Silver,53811,\N,1500,Petrol,GB71042570,AT,2WD,7800,7430,7800,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,7,5,\N,1,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,1815,\N,\N,\N,\N,\N,\N
73,2017 HONDA STEPWAGON,Agasta K.K,44100601,473,169,184,14.71,OTOZ-73,7,\N,Black,Black,29003,\N,1500,Petrol,RP31130219,AT,2WD,11268,10898,11268,Right,1,\N,1,\N,0,1,1,0,0,0,0,\N,1,7,5,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,1,2075,\N,\N,\N,\N,\N,\N
74,2016 HONDA ODYSSEY,Agasta K.K,44100604,483,182,168,14.77,OTOZ-74,3,\N,Black,Black,69132,\N,2000,Petrol,RC41005232,AT,2WD,10711,10341,10711,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,7,5,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,1,2285,\N,\N,\N,\N,\N,\N
75,2018 MAZDA CX-3,Agasta K.K,44100612,427,176,155,11.65,OTOZ-75,4,\N,Black,Black,57905,\N,1500,Diesel,DK5FW210194,AT,2WD,8234,7864,8234,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,5,5,\N,1,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,1545,\N,\N,\N,\N,\N,\N
76,2016 SUZUKI SOLIO BANDIT,Agasta K.K,44100615,371,162,174,10.46,OTOZ-76,5,\N,Black,Red,55750,\N,1200,Petrol,MA36S617989,AT,4WD,7119,6749,7119,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,5,5,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,1,1265,\N,\N,\N,\N,\N,\N
77,2018 SUZUKI SWIFT (IGNIS),Agasta K.K,44100673,384,169,150,9.73,OTOZ-77,7,\N,Black,Blue,45942,\N,1300,Petrol,ZC83S112968,AT,2WD,6995,6625,6995,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,5,5,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,1,1175,\N,\N,\N,\N,\N,\N
78,2014 TOYOTA ALPHARD,Agasta K.K,44100732,488,184,190,17.06,OTOZ-78,7,\N,Black,Black,74401,\N,2400,Petrol,ANH208334932,AT,2WD,8915,8545,8915,Right,1,\N,1,\N,1,1,1,0,1,0,0,\N,1,7,5,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,1,2315,\N,\N,\N,\N,\N,\N
79,2015 NISSAN X-TRAIL,Agasta K.K,44100743,464,182,171,14.44,OTOZ-79,6,\N,Black,Pearl,47704,\N,2000,Petrol,HT32100749,AT,2WD,6438,6068,6438,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,5,5,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,0,1845,\N,\N,\N,\N,\N,\N
80,2013 TOYOTA CROWN,Agasta K.K,44100860,489,180,145,12.76,OTOZ-80,7,\N,Black,Pearl,68837,\N,2500,Petrol,AWS2106031686,AT,2WD,9782,9412,9782,Right,1,\N,1,\N,0,1,1,0,0,0,0,\N,1,5,4,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,0,1935,\N,\N,\N,\N,\N,\N
81,2017 NISSAN NOTE,Agasta K.K,44100897,416,169,153,10.76,OTOZ-81,3,\N,Black,Black,45480,\N,1200,Petrol,HE12051038,AT,2WD,7800,7430,7800,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,5,5,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,1,1535,\N,\N,\N,\N,\N,\N
82,2015 TOYOTA AQUA,Agasta K.K,44100899,399,169,145,9.78,OTOZ-82,1,\N,Black,Green,51492,\N,1500,Petrol,NHP102412249,AT,2WD,3899,3529,3899,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,5,5,\N,1,0,0,0,1,\N,\N,0,\N,0,0,\N,0,0,1365,\N,\N,\N,\N,\N,\N
83,2019 TOYOTA SIENTA,Agasta K.K,44101065,426,169,167,12.02,OTOZ-83,2,\N,Black,Brown,63176,\N,1500,Petrol,NSP1707189502,AT,2WD,8853,8483,8853,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,5,5,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,0,1595,\N,\N,\N,\N,\N,\N
84,2019 HONDA FREED HYBRID,Agasta K.K,44101229,426,169,171,12.31,OTOZ-84,5,\N,Black,Pearl,52850,\N,1500,Petrol,GB71105412,AT,2WD,9472,9102,9472,Right,1,\N,1,\N,0,1,1,0,0,0,0,\N,1,7,5,\N,1,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,1825,\N,\N,\N,\N,\N,\N
85,2014 HONDA N-BOX,Agasta K.K,44101276,339,147,178,8.87,OTOZ-85,4,\N,Black,Brown,35375,\N,660,Petrol,JF11436552,AT,2WD,4519,4149,4519,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,4,5,\N,1,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,1170,\N,\N,\N,\N,\N,\N
86,2016 TOYOTA PRIUS,Agasta K.K,44101278,454,176,147,11.75,OTOZ-86,2,\N,Black,Silver,48031,\N,1800,Petrol,ZVW506012829,AT,2WD,7924,7554,7924,Right,1,\N,1,\N,0,1,1,0,0,0,0,\N,1,5,5,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,1,1655,\N,\N,\N,\N,\N,\N
87,2013 HONDA FIT (JAZZ),Agasta K.K,44200004,390,169,152,10.02,OTOZ-87,2,\N,Black,Brown,62927,\N,1300,Petrol,GE61719161,AT,2WD,1670,1300,1670,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,5,5,\N,1,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,1295,\N,\N,\N,\N,\N,\N
89,2016 SUBARU LEVORG,Agasta K.K,44200107,469,178,148,12.36,OTOZ-89,3,\N,Black,Pearl,69756,\N,1600,Petrol,VM4068078,AT,4WD,7181,6811,7181,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,5,5,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,0,1805,\N,\N,\N,\N,\N,\N
91,2014 TOYOTA AQUA,Agasta K.K,44200193,4.03,1.69,1.49,10.15,OTOZ-91,12,\N,Green,Green,38205,\N,1500,Petrol,NHP102400403,AT,2wd,4619,650000,4619.67,RIGHT,1,\N,1,\N,0,1,1,0,0,0,0,\N,1,5,5,\N,1,1,0,0,1,\N,\N,0,\N,0,1,\N,1,1,1375,\N,\N,90,\N,\N,2024-10-28 01:00:05
92,2015 SUBARU LEGACY B4,Agasta K.K,44200255,479,184,150,13.22,OTOZ-92,3,\N,Black,Pearl,71120,\N,2500,Petrol,BN9004908,AT,4WD,4890,4520,4890,Right,1,\N,1,\N,0,1,1,0,1,0,1,\N,1,5,4,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,0,1805,\N,\N,\N,\N,\N,\N
93,2016 TOYOTA SIENTA,Agasta K.K,44200263,423,169,167,11.94,OTOZ-93,10,\N,Black,Black,30214,\N,1500,Petrol,NSP1727002510,AT,2WD,7924,7554,7924,Right,1,\N,1,\N,0,1,1,0,0,0,0,\N,1,4,5,\N,1,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,1580,\N,\N,\N,\N,\N,\N
94,2020 TOYOTA 86,Agasta K.K,44200293,428,177,132,10,OTOZ-94,6,\N,Black,Red,36019,\N,2000,Petrol,ZN6104562,MT,2WD,17212,16842,17212,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,4,2,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,1,1470,\N,\N,\N,\N,\N,\N
95,2014 TOYOTA COROLLA FIELDER,Agasta K.K,44200305,436,169,147,10.83,OTOZ-95,3,\N,Black,Pearl,72145,\N,1500,Petrol,NKE1657045378,AT,2WD,4642,4272,4642,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,5,5,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,1,1455,\N,\N,\N,\N,\N,\N
96,2019 SUZUKI ALTO LAPIN,Agasta K.K,44200311,339,147,152,7.57,OTOZ-96,3,\N,Black,\N,18385,\N,660,Petrol,HE33S221938,AT,2WD,6562,6192,6562,Right,1,\N,1,\N,0,1,1,0,0,0,0,\N,1,4,5,\N,1,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,900,\N,\N,\N,\N,\N,\N
97,2019 TOYOTA VOXY,Agasta K.K,44200326,471,173,182,14.83,OTOZ-97,3,\N,Black,Black,37677,\N,2000,Petrol,ZRR800502662,AT,2WD,14735,14365,14735,Right,1,\N,1,\N,0,1,1,0,0,0,0,\N,1,7,5,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,1,1995,\N,\N,\N,\N,\N,\N
99,2019 DAIHATSU TANTO,Agasta K.K,44200376,339,147,175,8.72,OTOZ-99,3,\N,Black,Red,31012,\N,660,Petrol,LA610S0148164,AT,4WD,7367,6997,7367,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,4,5,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,1,1210,\N,\N,\N,\N,\N,\N
100,2016 TOYOTA PRIUS,Agasta K.K,44200394,454,176,147,11.75,OTOZ-100,1,\N,Black,Red,30606,\N,1800,Petrol,ZVW518002192,AT,2WD,8358,7988,8358,Right,1,\N,1,\N,0,1,1,0,0,0,0,\N,1,5,5,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,1,1645,\N,\N,\N,\N,\N,\N
102,2017 MAZDA CX-5,Agasta K.K,44200449,454,184,169,14.12,OTOZ-102,2,\N,Black,Red,43227,\N,2200,Diesel,KF2P101372,AT,4WD,10215,9845,10215,Right,1,\N,1,\N,0,1,1,0,0,0,0,\N,1,5,5,\N,1,1,0,0,0,\N,\N,0,\N,0,0,\N,0,0,1935,\N,\N,\N,\N,\N,\N
104,2014 TOYOTA VOXY,Agasta K.K,44200535,464,172,185,14.76,OTOZ-104,1,\N,Black,Black,41904,\N,2000,Petrol,ZRR700601468,AT,2WD,6129,5759,6129,Right,1,\N,1,\N,0,1,1,0,0,0,0,\N,1,8,5,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,1,2040,\N,\N,\N,\N,\N,\N
105,2016 SUBARU LEVORG,Agasta K.K,44200597,469,178,149,12.44,OTOZ-105,4,\N,Black,Pearl,71320,\N,2000,Petrol,VMG015244,AT,4WD,7800,7430,7800,Right,1,\N,1,\N,0,1,1,0,1,0,1,\N,1,5,5,\N,1,0,0,0,1,\N,\N,0,\N,0,0,\N,0,0,1835,\N,\N,\N,\N,\N,\N
106,2017 SUZUKI SOLIO BANDIT,Agasta K.K,44200624,371,162,174,10.46,OTOZ-106,6,\N,Black,Purple,42418,\N,1242,Petrol,MA36S660759,AT,2WD,6438,6068,6438,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,5,5,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,1,1225,\N,\N,\N,\N,\N,\N
107,2015 SUZUKI SWIFT (IGNIS),Agasta K.K,44200630,385,169,150,9.76,OTOZ-107,10,\N,Black,Blue,69033,\N,1200,Petrol,ZC72S366855,AT,2WD,2971,2601,2971,Right,1,\N,1,\N,0,1,1,0,1,0,0,\N,1,5,5,\N,1,0,0,0,0,\N,\N,0,\N,0,0,\N,0,0,1275,\N,\N,\N,\N,\N,\N
108,2014 SUBARU LEVORG,Agasta K.K,44200679,469,178,149,12.44,OTOZ-108,6,\N,Black,Pearl,46202,\N,2000,Petrol,VMG002279,AT,4WD,8172,7802,8172,Right,1,\N,1,\N,0,1,1,0,0,0,0,\N,1,5,5,\N,1,1,0,0,1,\N,\N,0,\N,0,0,\N,0,1,1835,\N,\N,\N,\N,\N,\N
